1,2,1,7.693530166,2
1,2,2,7.77805306,2
1,2,3,-1.198505438,2
1,2,4,-5.139971221,2
1,2,5,1.935127119,2
1,2,6,1.498650452,2
1,2,7,9.463280869,2
1,2,8,-3.701354746,2
1,2,9,2.157004428,2
1,2,10,1.632631585,2
1,2,11,-8.979213946,2
1,2,12,6.899259995,2
1,2,13,-1.793073865,2
1,2,14,-5.996370297,2
1,2,15,7.890256814,2
1,2,16,-5.042652306,2
1,2,17,-6.611947917,2
1,2,18,3.698834848,2
1,2,19,-10.06884761,2
1,2,20,17.63703287,2
1,2,21,-2.677587786,2
1,2,22,-2.17322193,2
1,2,23,-36.45922958,2
1,2,24,-0.086424579,2
1,2,25,5.077177384,2
1,2,26,0.108107719,2
1,2,27,-14.52310863,2
1,2,28,17.48579545,2
1,2,29,-1.583963783,2
1,2,30,1.096102762,2
1,2,31,-8.675317044,2
1,3,1,13.05268744,1
1,3,2,11.27727295,1
1,3,3,2.705127546,1
1,3,4,23.98617954,1
1,3,5,9.820124407,1
1,3,6,10.05752609,1
1,3,7,13.96127138,1
1,3,8,6.065389002,1
1,3,9,-2.061161349,1
1,3,10,9.970389407,1
1,3,11,-4.001507328,1
1,3,12,23.3811342,1
1,3,13,-32.99061919,1
1,3,14,10.77339767,1
1,3,15,4.317888565,1
1,3,16,-7.115899185,1
1,3,17,13.58269769,1
1,3,18,2.57870858,1
1,3,19,-3.193651947,1
1,3,20,12.23369196,1
1,3,21,19.33320151,1
1,3,22,16.72201512,1
1,3,23,2.288718888,1
1,3,24,33.3532584,1
1,3,25,18.74496394,1
1,3,26,8.051672533,1
1,3,27,2.577855416,1
1,3,28,10.0383629,1
1,3,29,11.45935053,1
1,3,30,-0.998327533,1
1,3,31,0.423932097,1
1,4,1,13.6791116,1
1,4,2,3.933223908,1
1,4,3,3.290547961,1
1,4,4,4.432506351,1
1,4,5,13.03557875,1
1,4,6,2.477429029,1
1,4,7,2.74578436,1
1,4,8,2.323089789,1
1,4,9,16.46284909,1
1,4,10,55.29129934,1
1,4,11,0.049724345,1
1,4,12,18.97429236,1
1,4,13,-8.321116212,1
1,4,14,17.63815521,1
1,4,15,7.697273484,1
1,4,16,4.990219711,1
1,4,17,20.10041374,1
1,4,18,16.72179723,1
1,4,19,17.54707857,1
1,4,20,17.11961235,1
1,4,21,16.93600135,1
1,4,22,12.70594985,1
1,4,23,-73.13840165,1
1,4,24,21.2679035,1
1,4,25,4.245879079,1
1,4,26,12.02859024,1
1,4,27,5.514510748,1
1,4,28,106.0071924,1
1,4,29,7.931877525,1
1,4,30,11.75742482,1
1,4,31,7.075982806,1
1,5,1,-5.239878448,2
1,5,2,-18.59912622,2
1,5,3,-2.405334783,2
1,5,4,-35.27304184,2
1,5,5,5.228476756,2
1,5,6,-16.13012533,2
1,5,7,-4.51926945,2
1,5,8,-14.56978258,2
1,5,9,-2.997532726,2
1,5,10,-1.855232481,2
1,5,11,-6.175982009,2
1,5,12,-2.025565761,2
1,5,13,52.48518972,2
1,5,14,-15.77870569,2
1,5,15,-16.69626568,2
1,5,16,-9.190964586,2
1,5,17,-18.99813026,2
1,5,18,-24.06755091,2
1,5,19,-9.586166869,2
1,5,20,-9.895036466,2
1,5,21,2.907200668,2
1,5,22,-10.47941439,2
1,5,23,-172.8887021,2
1,5,24,-11.64272985,2
1,5,25,-4.604893623,2
1,5,26,-1.907966818,2
1,5,27,-1.3618595,2
1,5,28,2.748791181,2
1,5,29,-17.84185108,2
1,5,30,-7.053510631,2
1,5,31,-17.45137527,2
1,8,1,31.12564418,1
1,8,2,50.60366026,1
1,8,3,2.683689159,1
1,8,4,17.87983173,1
1,8,5,21.43309088,1
1,8,6,17.69019535,1
1,8,7,-7.819271786,1
1,8,8,-22.97327812,1
1,8,9,3.446811911,1
1,8,10,0.242507366,1
1,8,11,21.38558819,1
1,8,12,18.71869688,1
1,8,13,17.56299065,1
1,8,14,23.23497071,1
1,8,15,-31.1947196,1
1,8,16,11.55914675,1
1,8,17,21.6687261,1
1,8,18,42.73505144,1
1,8,19,0.433034774,1
1,8,20,57.03314711,1
1,8,21,17.31163283,1
1,8,22,19.06355103,1
1,8,23,-4.618694814,1
1,8,24,2.981820492,1
1,8,25,1.304656068,1
1,8,26,30.44463084,1
1,8,27,15.87733689,1
1,8,28,18.86560141,1
1,8,29,12.12396034,1
1,8,30,21.45572644,1
1,8,31,5.114279433,1
1,10,1,4.331695207,0
1,10,2,-8.161128639,0
1,10,3,-5.415934201,0
1,10,4,-14.34742589,0
1,10,5,-3.641267266,0
1,10,6,3.407184558,0
1,10,7,2.91890147,0
1,10,8,-3.477422217,0
1,10,9,0.007355464,0
1,10,10,-0.848044466,0
1,10,11,-11.87695993,0
1,10,12,5.34753412,0
1,10,13,1.110428284,0
1,10,14,-2.113223506,0
1,10,15,1.218713173,0
1,10,16,-9.5337023,0
1,10,17,-7.420980558,0
1,10,18,-4.321048546,0
1,10,19,-5.935579062,0
1,10,20,2.706469326,0
1,10,21,5.62381944,0
1,10,22,-5.68699024,0
1,10,23,-96.61714003,0
1,10,24,-3.140341301,0
1,10,25,-13.89910152,0
1,10,26,-4.568071398,0
1,10,27,-19.57332293,0
1,10,28,-2.721986339,0
1,10,29,3.682573248,0
1,10,30,14.421994,0
1,10,31,-13.58239014,0
1,12,1,9.694285755,3
1,12,2,16.5693311,3
1,12,3,13.96439243,3
1,12,4,-7.951635169,3
1,12,5,10.18127129,3
1,12,6,15.1231625,3
1,12,7,14.45297793,3
1,12,8,9.559453271,3
1,12,9,-3.015273458,3
1,12,10,-6.984395195,3
1,12,11,12.41733168,3
1,12,12,16.1498979,3
1,12,13,-45.89376066,3
1,12,14,0.92478625,3
1,12,15,24.45497683,3
1,12,16,6.37341014,3
1,12,17,17.22484698,3
1,12,18,7.235758199,3
1,12,19,-11.04004585,3
1,12,20,29.20125585,3
1,12,21,20.98757258,3
1,12,22,17.00484175,3
1,12,23,13.95488386,3
1,12,24,21.28942476,3
1,12,25,16.21061763,3
1,12,26,0.494890451,3
1,12,27,17.29938762,3
1,12,28,-3.049710368,3
1,12,29,17.96898601,3
1,12,30,24.41379314,3
1,12,31,22.8306176,3
1,14,1,7.376709238,4
1,14,2,0.911963942,4
1,14,3,7.160975098,4
1,14,4,-12.98670671,4
1,14,5,2.433895807,4
1,14,6,-5.25702499,4
1,14,7,2.916663442,4
1,14,8,5.372215888,4
1,14,9,2.330576841,4
1,14,10,16.30963881,4
1,14,11,-6.353136659,4
1,14,12,5.799105229,4
1,14,13,1.459215723,4
1,14,14,-6.752269383,4
1,14,15,-2.692734853,4
1,14,16,-9.33481084,4
1,14,17,-2.446804514,4
1,14,18,3.513037679,4
1,14,19,0.284508898,4
1,14,20,-8.840446825,4
1,14,21,5.246180398,4
1,14,22,-8.084247184,4
1,14,23,-80.63896867,4
1,14,24,2.703605277,4
